npd_well_bore_name,total_oil,total_gas,total_water,avg_water_cut,avg_pressure,avg_choke,max_cumulative_oil
15/9-F-1 C,177707.0,26440916.0,207305.0,0.5096783437512563,245.67408176943698,29.5984513538874,177707.0
15/9-F-11,1147860.0,174310528.0,1090818.0,0.3827721150631228,233.03824463519314,36.23136829750645,1147860.0
15/9-F-12,4576251.0,667108058.0,6833825.0,0.5958229017490819,81.03093222003929,69.28260129900332,4576251.0
15/9-F-14,3937728.0,577389691.0,7121291.0,0.6512029238911792,233.09077275703993,69.424376126662,3937728.0
15/9-F-15 D,148520.0,22505357.0,52350.0,0.19246417186400344,226.03493865030677,9.984838629856851,148520.0
15/9-F-4,0.0,0.0,0.0,,345.907,,0.0
15/9-F-5,41163.0,6561830.0,13536.0,0.2434731481145892,345.907,68.8445179375,41163.0
