dateprd,npd_well_bore_name,bore_oil_vol,bore_gas_vol,bore_wat_vol,avg_downhole_pressure,avg_choke_size_p,flow_kind,water_cut,total_liquid,gor
2014-04-07,15/9-F-1 C,0.0,0.0,0.0,0.0,0.0,production,,0.0,
2014-04-08,15/9-F-1 C,0.0,0.0,0.0,0.0,1.00306,production,,0.0,
2014-04-09,15/9-F-1 C,0.0,0.0,0.0,0.0,0.97901,production,,0.0,
2014-04-10,15/9-F-1 C,0.0,0.0,0.0,0.0,0.54576,production,,0.0,
2014-04-11,15/9-F-1 C,0.0,0.0,0.0,310.376,1.21599,production,,0.0,
2014-04-12,15/9-F-1 C,0.0,0.0,0.0,303.501,3.08702,production,,0.0,
2014-04-13,15/9-F-1 C,0.0,0.0,0.0,303.535,1.96237,production,,0.0,
2014-04-14,15/9-F-1 C,0.0,0.0,0.0,303.782,0.0,production,,0.0,
2014-04-15,15/9-F-1 C,0.0,0.0,0.0,303.858,31.14186,production,,0.0,
2014-04-16,15/9-F-1 C,0.0,0.0,0.0,303.792,0.0,production,,0.0,
2014-04-17,15/9-F-1 C,0.0,0.0,0.0,304.335,41.23599,production,,0.0,
2014-04-18,15/9-F-1 C,0.0,0.0,0.0,304.849,0.0,production,,0.0,
2014-04-19,15/9-F-1 C,0.0,0.0,0.0,305.371,0.43686,production,,0.0,
2014-04-20,15/9-F-1 C,0.0,0.0,0.0,313.871,0.45428,production,,0.0,
2014-04-21,15/9-F-1 C,0.0,0.0,0.0,301.376,20.98975,production,,0.0,
2014-04-22,15/9-F-1 C,631.0,90439.0,0.0,289.421,43.34345,production,0.0,631.0,143.32646592709983
2014-04-23,15/9-F-1 C,1166.0,165720.0,0.0,270.24,47.16752,production,0.0,1166.0,142.12692967409947
2014-04-24,15/9-F-1 C,1550.0,221707.0,0.0,262.843,47.73231,production,0.0,1550.0,143.03677419354838
2014-04-25,15/9-F-1 C,1249.0,178064.0,0.0,255.527,48.53377,production,0.0,1249.0,142.5652522017614
2014-04-26,15/9-F-1 C,1346.0,192602.0,0.0,247.199,49.8445,production,0.0,1346.0,143.09212481426448
2014-04-27,15/9-F-1 C,1350.0,194496.0,0.0,240.736,50.29698,production,0.0,1350.0,144.07111111111112
2014-04-28,15/9-F-1 C,1346.0,192900.0,0.0,235.021,50.73588,production,0.0,1346.0,143.31352154531947
2014-04-29,15/9-F-1 C,1279.0,184900.0,0.0,232.744,50.11392,production,0.0,1279.0,144.5660672400313
2014-04-30,15/9-F-1 C,1226.0,177108.0,0.0,233.298,48.92679,production,0.0,1226.0,144.46003262642742
2014-05-01,15/9-F-1 C,1213.0,174609.0,0.0,231.089,48.93863,production,0.0,1213.0,143.94806265457544
2014-05-02,15/9-F-1 C,1074.0,154871.0,0.0,231.419,48.3037,production,0.0,1074.0,144.2001862197393
2014-05-03,15/9-F-1 C,1044.0,147930.0,0.0,230.766,48.1735,production,0.0,1044.0,141.69540229885058
2014-05-04,15/9-F-1 C,970.0,139378.0,0.0,230.596,47.46609,production,0.0,970.0,143.68865979381442
2014-05-05,15/9-F-1 C,946.0,136980.0,0.0,229.424,47.84002,production,0.0,946.0,144.79915433403806
2014-05-06,15/9-F-1 C,1003.0,144950.0,0.0,225.902,49.00558,production,0.0,1003.0,144.51645064805584
2014-05-07,15/9-F-1 C,925.0,135000.0,0.0,225.768,47.9204,production,0.0,925.0,145.94594594594594
2014-05-08,15/9-F-1 C,914.0,127565.0,0.0,225.687,47.29695,production,0.0,914.0,139.56783369803063
2014-05-09,15/9-F-1 C,177.0,24323.0,0.0,227.798,29.13359,production,0.0,177.0,137.4180790960452
2014-05-10,15/9-F-1 C,944.0,52163.0,0.0,226.061,48.13438,production,0.0,944.0,55.25741525423729
2014-05-11,15/9-F-1 C,823.0,117732.0,0.0,225.097,47.49389,production,0.0,823.0,143.05224787363304
2014-05-12,15/9-F-1 C,769.0,111238.0,0.0,226.023,46.93359,production,0.0,769.0,144.65279583875162
2014-05-13,15/9-F-1 C,741.0,107144.0,0.0,226.905,46.3352,production,0.0,741.0,144.59379217273954
2014-05-14,15/9-F-1 C,713.0,102881.0,0.0,225.576,45.16209,production,0.0,713.0,144.29312762973353
2014-05-15,15/9-F-1 C,744.0,106745.0,0.0,225.893,46.31644,production,0.0,744.0,143.4744623655914
2014-05-16,15/9-F-1 C,736.0,104864.0,0.0,225.701,46.34614,production,0.0,736.0,142.47826086956522
2014-05-17,15/9-F-1 C,783.0,110078.0,0.0,223.603,47.08721,production,0.0,783.0,140.58492975734356
2014-05-18,15/9-F-1 C,835.0,117388.0,0.0,220.102,47.76981,production,0.0,835.0,140.58443113772455
2014-05-19,15/9-F-1 C,789.0,109517.0,0.0,220.49,47.13595,production,0.0,789.0,138.80481622306718
2014-05-20,15/9-F-1 C,783.0,109362.0,0.0,220.154,47.14247,production,0.0,783.0,139.67049808429118
2014-05-21,15/9-F-1 C,744.0,104993.0,0.0,220.066,46.52459,production,0.0,744.0,141.11962365591398
2014-05-22,15/9-F-1 C,735.0,107116.0,0.0,219.983,46.289,production,0.0,735.0,145.7360544217687
2014-05-23,15/9-F-1 C,743.0,108079.0,93.0,219.863,46.28423,production,0.11124401913875598,836.0,145.46298788694483
2014-05-24,15/9-F-1 C,747.0,108387.0,100.0,219.923,46.24216,production,0.1180637544273908,847.0,145.09638554216866
2014-05-25,15/9-F-1 C,751.0,105810.0,101.0,219.977,46.26168,production,0.11854460093896714,852.0,140.89214380825567
2014-05-26,15/9-F-1 C,727.0,106514.0,87.0,219.974,46.26511,production,0.10687960687960688,814.0,146.51169188445667
2014-05-27,15/9-F-1 C,716.0,105800.0,91.0,219.98,46.22633,production,0.1127633209417596,807.0,147.76536312849163
2014-05-28,15/9-F-1 C,695.0,102250.0,77.0,219.267,46.215,production,0.09974093264248704,772.0,147.12230215827338
2014-05-29,15/9-F-1 C,699.0,102824.0,77.0,220.007,46.21506,production,0.09922680412371133,776.0,147.10157367668097
2014-05-30,15/9-F-1 C,704.0,103978.0,78.0,220.0,46.23157,production,0.09974424552429667,782.0,147.69602272727272
2014-05-31,15/9-F-1 C,716.0,105761.0,79.0,219.994,46.2074,production,0.09937106918238994,795.0,147.7108938547486
2014-06-01,15/9-F-1 C,724.0,107036.0,80.0,220.006,46.26479,production,0.09950248756218906,804.0,147.83977900552486
2014-06-02,15/9-F-1 C,460.0,68263.0,46.0,221.328,41.7134,production,0.09090909090909091,506.0,148.3978260869565
2014-06-03,15/9-F-1 C,715.0,104866.0,81.0,220.24,46.19319,production,0.10175879396984924,796.0,146.66573426573427
2014-06-04,15/9-F-1 C,707.0,104234.0,80.0,221.268,46.15731,production,0.10165184243964422,787.0,147.43140028288542
2014-06-05,15/9-F-1 C,677.0,99517.0,91.0,221.045,47.04157,production,0.11848958333333333,768.0,146.99704579025112
2014-06-06,15/9-F-1 C,690.0,99850.0,92.0,220.75,47.2027,production,0.11764705882352941,782.0,144.71014492753622
2014-06-07,15/9-F-1 C,694.0,100306.0,92.0,220.64,47.19411,production,0.11704834605597965,786.0,144.53314121037465
2014-06-08,15/9-F-1 C,691.0,99959.0,91.0,220.504,47.15202,production,0.11636828644501279,782.0,144.65846599131694
2014-06-09,15/9-F-1 C,238.0,34916.0,28.0,221.451,38.97891,production,0.10526315789473684,266.0,146.7058823529412
2014-06-10,15/9-F-1 C,647.0,95262.0,85.0,220.852,46.51253,production,0.11612021857923498,732.0,147.23647604327667
2014-06-11,15/9-F-1 C,746.0,108793.0,94.0,218.415,47.81521,production,0.11190476190476191,840.0,145.83512064343162
2014-06-12,15/9-F-1 C,805.0,116555.0,102.0,215.497,48.72777,production,0.11245865490628446,907.0,144.7888198757764
2014-06-13,15/9-F-1 C,819.0,120308.0,57.0,214.823,48.26392,production,0.06506849315068493,876.0,146.8962148962149
2014-06-14,15/9-F-1 C,781.0,115374.0,54.0,215.833,48.00591,production,0.06467065868263473,835.0,147.72599231754162
2014-06-15,15/9-F-1 C,786.0,116058.0,55.0,214.877,48.04032,production,0.06539833531510107,841.0,147.65648854961833
2014-06-16,15/9-F-1 C,757.0,111153.0,52.0,215.381,47.74037,production,0.06427688504326329,809.0,146.8335535006605
2014-06-17,15/9-F-1 C,727.0,107051.0,51.0,216.119,47.62397,production,0.06555269922879177,778.0,147.2503438789546
2014-06-18,15/9-F-1 C,724.0,106457.0,51.0,215.984,47.63986,production,0.06580645161290323,775.0,147.04005524861878
2014-06-19,15/9-F-1 C,715.0,105828.0,53.0,215.818,47.60717,production,0.06901041666666667,768.0,148.01118881118882
2014-06-20,15/9-F-1 C,711.0,104861.0,51.0,215.579,47.58517,production,0.06692913385826772,762.0,147.48382559774964
2014-06-21,15/9-F-1 C,708.0,104156.0,50.0,215.304,47.6112,production,0.06596306068601583,758.0,147.1129943502825
2014-06-22,15/9-F-1 C,703.0,102418.0,52.0,214.949,47.61982,production,0.06887417218543046,755.0,145.68705547652917
2014-06-23,15/9-F-1 C,696.0,102285.0,52.0,214.858,47.65973,production,0.06951871657754011,748.0,146.96120689655172
2014-06-24,15/9-F-1 C,658.0,96652.0,95.0,214.897,47.62792,production,0.12616201859229748,753.0,146.88753799392097
2014-06-25,15/9-F-1 C,576.0,85082.0,79.0,214.822,46.56755,production,0.12061068702290076,655.0,147.71180555555554
2014-06-26,15/9-F-1 C,370.0,55420.0,51.0,219.559,44.0,production,0.12114014251781473,421.0,149.78378378378378
2014-06-27,15/9-F-1 C,418.0,63214.0,59.0,217.252,44.3751,production,0.12368972746331237,477.0,151.22966507177034
2014-06-28,15/9-F-1 C,589.0,88193.0,92.0,215.093,47.05341,production,0.13509544787077826,681.0,149.73344651952462
2014-06-29,15/9-F-1 C,572.0,85616.0,82.0,215.259,46.83166,production,0.12538226299694188,654.0,149.67832167832168
2014-06-30,15/9-F-1 C,513.0,76979.0,71.0,215.351,45.82783,production,0.12157534246575342,584.0,150.05653021442495
2014-07-01,15/9-F-1 C,563.0,84308.0,79.0,215.385,46.78696,production,0.12305295950155763,642.0,149.74777975133216
2014-07-02,15/9-F-1 C,564.0,84365.0,79.0,215.407,46.79973,production,0.12286158631415241,643.0,149.58333333333334
2014-07-03,15/9-F-1 C,565.0,84351.0,79.0,215.332,46.80369,production,0.12267080745341614,644.0,149.29380530973452
2014-07-04,15/9-F-1 C,564.0,84183.0,80.0,215.211,46.84702,production,0.12422360248447205,644.0,149.26063829787233
2014-07-05,15/9-F-1 C,563.0,83870.0,80.0,215.119,46.85599,production,0.12441679626749612,643.0,148.96980461811722
2014-07-06,15/9-F-1 C,563.0,83854.0,80.0,215.067,46.86472,production,0.12441679626749612,643.0,148.94138543516874
2014-07-07,15/9-F-1 C,522.0,77847.0,154.0,215.07,46.82457,production,0.22781065088757396,676.0,149.132183908046
2014-07-08,15/9-F-1 C,523.0,77885.0,247.0,215.047,46.80372,production,0.3207792207792208,770.0,148.91969407265773
2014-07-09,15/9-F-1 C,522.0,77859.0,247.0,215.136,46.80708,production,0.3211963589076723,769.0,149.1551724137931
2014-07-10,15/9-F-1 C,490.0,73241.0,213.0,215.165,46.79164,production,0.3029871977240398,703.0,149.47142857142856
2014-07-11,15/9-F-1 C,492.0,72895.0,253.0,215.188,46.78773,production,0.3395973154362416,745.0,148.16056910569105
2014-07-12,15/9-F-1 C,488.0,72637.0,204.0,215.464,46.85941,production,0.2947976878612717,692.0,148.84631147540983
2014-07-13,15/9-F-1 C,482.0,71515.0,200.0,215.759,46.80047,production,0.2932551319648094,682.0,148.3713692946058
2014-07-14,15/9-F-1 C,492.0,73096.0,215.0,215.977,47.00266,production,0.3041018387553041,707.0,148.5691056910569
2014-07-15,15/9-F-1 C,476.0,70443.0,247.0,215.051,47.88536,production,0.34163208852005533,723.0,147.98949579831933
2014-07-16,15/9-F-1 C,466.0,69327.0,244.0,214.827,47.76055,production,0.3436619718309859,710.0,148.77038626609442
2014-07-17,15/9-F-1 C,464.0,68817.0,242.0,214.761,47.7135,production,0.34277620396600567,706.0,148.3125
2014-07-18,15/9-F-1 C,459.0,68361.0,241.0,214.923,47.69517,production,0.3442857142857143,700.0,148.9346405228758
2014-07-19,15/9-F-1 C,458.0,68466.0,241.0,215.035,47.68624,production,0.3447782546494993,699.0,149.4890829694323
2014-07-20,15/9-F-1 C,291.0,44919.0,139.0,216.045,43.93395,production,0.32325581395348835,430.0,154.36082474226805
2014-07-21,15/9-F-1 C,487.0,72966.0,256.0,215.112,47.97656,production,0.3445491251682369,743.0,149.82751540041068
2014-07-22,15/9-F-1 C,469.0,69274.0,242.0,215.062,47.70091,production,0.340365682137834,711.0,147.70575692963752
2014-07-23,15/9-F-1 C,465.0,69891.0,240.0,215.205,47.71833,production,0.3404255319148936,705.0,150.30322580645162
2014-07-24,15/9-F-1 C,467.0,69743.0,232.0,215.378,47.63336,production,0.3319027181688126,699.0,149.3426124197002
2014-07-25,15/9-F-1 C,464.0,69237.0,233.0,215.526,47.65598,production,0.33428981348637016,697.0,149.2176724137931
2014-07-26,15/9-F-1 C,459.0,68831.0,252.0,215.614,47.60958,production,0.35443037974683544,711.0,149.958605664488
2014-07-27,15/9-F-1 C,461.0,68638.0,260.0,215.844,47.59103,production,0.3606102635228849,721.0,148.88937093275487
2014-07-28,15/9-F-1 C,458.0,68331.0,245.0,216.087,47.60245,production,0.3485064011379801,703.0,149.1943231441048
2014-07-29,15/9-F-1 C,482.0,71885.0,259.0,215.966,48.1316,production,0.349527665317139,741.0,149.1390041493776
2014-07-30,15/9-F-1 C,489.0,72278.0,243.0,214.626,48.71677,production,0.3319672131147541,732.0,147.8077709611452
2014-07-31,15/9-F-1 C,376.0,56055.0,218.0,215.092,48.71789,production,0.367003367003367,594.0,149.08244680851064
2014-08-01,15/9-F-1 C,378.0,56399.0,218.0,215.027,48.72132,production,0.36577181208053694,596.0,149.2037037037037
2014-08-02,15/9-F-1 C,379.0,56290.0,218.0,215.155,48.70453,production,0.36515912897822445,597.0,148.52242744063324
2014-08-03,15/9-F-1 C,377.0,56569.0,213.0,215.13,48.69856,production,0.3610169491525424,590.0,150.0503978779841
2014-08-04,15/9-F-1 C,418.0,61912.0,228.0,212.895,49.53814,production,0.35294117647058826,646.0,148.11483253588517
2014-08-05,15/9-F-1 C,508.0,75078.0,262.0,210.167,49.63278,production,0.34025974025974026,770.0,147.79133858267716
2014-08-06,15/9-F-1 C,470.0,69713.0,253.0,209.823,49.59429,production,0.3499308437067773,723.0,148.32553191489362
2014-08-07,15/9-F-1 C,521.0,77391.0,294.0,210.094,50.19488,production,0.36073619631901843,815.0,148.54318618042225
2014-08-08,15/9-F-1 C,518.0,76995.0,297.0,210.184,50.21089,production,0.36441717791411044,815.0,148.63899613899613
2014-08-09,15/9-F-1 C,493.0,73657.0,290.0,210.545,49.9463,production,0.37037037037037035,783.0,149.4056795131846
2014-08-10,15/9-F-1 C,509.0,76002.0,303.0,210.631,50.23923,production,0.3731527093596059,812.0,149.3163064833006
2014-08-11,15/9-F-1 C,352.0,52975.0,241.0,213.448,49.43711,production,0.40640809443507586,593.0,150.4971590909091
2014-08-12,15/9-F-1 C,287.0,44830.0,240.0,215.506,48.82824,production,0.45540796963946867,527.0,156.20209059233449
2014-08-13,15/9-F-1 C,279.0,44300.0,235.0,215.895,48.57821,production,0.4571984435797665,514.0,158.78136200716847
2014-08-14,15/9-F-1 C,297.0,47071.0,249.0,215.855,48.49824,production,0.45604395604395603,546.0,158.4882154882155
2014-08-15,15/9-F-1 C,297.0,46462.0,248.0,215.777,48.4718,production,0.45504587155963305,545.0,156.43771043771045
2014-08-16,15/9-F-1 C,296.0,44219.0,247.0,216.002,48.47927,production,0.4548802946593002,543.0,149.38851351351352
2014-08-17,15/9-F-1 C,296.0,44243.0,247.0,216.016,48.47286,production,0.4548802946593002,543.0,149.46959459459458
2014-08-18,15/9-F-1 C,293.0,44083.0,247.0,216.082,48.44686,production,0.45740740740740743,540.0,150.45392491467578
2014-08-19,15/9-F-1 C,0.0,0.0,0.0,217.065,15.61403,production,,0.0,
2014-08-20,15/9-F-1 C,0.0,0.0,0.0,242.944,0.51505,production,,0.0,
2014-08-21,15/9-F-1 C,0.0,0.0,0.0,234.107,0.53602,production,,0.0,
2014-08-22,15/9-F-1 C,0.0,0.0,0.0,234.107,0.53602,production,,0.0,
2014-08-23,15/9-F-1 C,0.0,0.0,0.0,234.107,0.53602,production,,0.0,
2014-08-24,15/9-F-1 C,0.0,0.0,0.0,234.107,0.53602,production,,0.0,
2014-08-25,15/9-F-1 C,0.0,0.0,0.0,266.286,0.50519,production,,0.0,
2014-08-26,15/9-F-1 C,0.0,0.0,0.0,268.533,0.52745,production,,0.0,
2014-08-27,15/9-F-1 C,0.0,0.0,0.0,271.096,0.51857,production,,0.0,
2014-08-28,15/9-F-1 C,0.0,0.0,0.0,266.151,0.50971,production,,0.0,
2014-08-29,15/9-F-1 C,0.0,0.0,0.0,276.538,0.49239,production,,0.0,
2014-08-30,15/9-F-1 C,0.0,0.0,0.0,279.004,0.47928,production,,0.0,
2014-08-31,15/9-F-1 C,0.0,0.0,0.0,281.008,0.49207,production,,0.0,
2014-09-01,15/9-F-1 C,0.0,0.0,0.0,282.916,0.50623,production,,0.0,
2014-09-02,15/9-F-1 C,0.0,0.0,0.0,284.441,3.73434,production,,0.0,
2014-09-03,15/9-F-1 C,104.0,16926.0,74.0,248.024,40.66991,production,0.4157303370786517,178.0,162.75
2014-09-04,15/9-F-1 C,290.0,46376.0,537.0,237.287,61.08916,production,0.6493349455864571,827.0,159.91724137931035
2014-09-05,15/9-F-1 C,428.0,69487.0,344.0,223.51,53.05112,production,0.44559585492227977,772.0,162.35280373831776
2014-09-06,15/9-F-1 C,423.0,68818.0,342.0,225.251,49.88744,production,0.4470588235294118,765.0,162.6903073286052
2014-09-07,15/9-F-1 C,412.0,67226.0,337.0,225.938,49.63413,production,0.4499332443257677,749.0,163.16990291262135
2014-09-08,15/9-F-1 C,411.0,66847.0,337.0,224.929,49.46683,production,0.4505347593582888,748.0,162.64476885644768
2014-09-09,15/9-F-1 C,409.0,66355.0,334.0,224.676,49.47164,production,0.44952893674293404,743.0,162.23716381418092
2014-09-10,15/9-F-1 C,390.0,63293.0,315.0,224.654,48.69733,production,0.44680851063829785,705.0,162.28974358974358
2014-09-11,15/9-F-1 C,380.0,60995.0,327.0,225.961,48.65349,production,0.4625176803394625,707.0,160.51315789473685
2014-09-12,15/9-F-1 C,391.0,57082.0,325.0,225.609,48.61656,production,0.45391061452513964,716.0,145.98976982097187
2014-09-13,15/9-F-1 C,392.0,57123.0,329.0,225.3,48.64684,production,0.4563106796116505,721.0,145.7219387755102
2014-09-14,15/9-F-1 C,384.0,56615.0,323.0,225.149,48.62198,production,0.45685997171145687,707.0,147.43489583333334
2014-09-15,15/9-F-1 C,342.0,50991.0,291.0,224.943,48.62278,production,0.4597156398104265,633.0,149.09649122807016
2014-09-16,15/9-F-1 C,339.0,50947.0,291.0,224.805,48.62732,production,0.46190476190476193,630.0,150.28613569321533
2014-09-17,15/9-F-1 C,345.0,51928.0,297.0,224.625,48.64232,production,0.46261682242990654,642.0,150.5159420289855
2014-09-18,15/9-F-1 C,334.0,49758.0,305.0,224.549,48.6447,production,0.47730829420970267,639.0,148.9760479041916
2014-09-19,15/9-F-1 C,330.0,49602.0,302.0,224.559,48.6,production,0.4778481012658228,632.0,150.3090909090909
2014-09-20,15/9-F-1 C,358.0,53618.0,320.0,221.863,49.14886,production,0.471976401179941,678.0,149.7709497206704
2014-09-21,15/9-F-1 C,378.0,56787.0,333.0,219.555,49.4,production,0.46835443037974683,711.0,150.23015873015873
2014-09-22,15/9-F-1 C,357.0,53587.0,332.0,219.888,49.3,production,0.4818577648766328,689.0,150.10364145658264
2014-09-23,15/9-F-1 C,354.0,53316.0,328.0,219.715,49.18709,production,0.4809384164222874,682.0,150.61016949152543
2014-09-24,15/9-F-1 C,339.0,51385.0,318.0,219.833,49.1631,production,0.4840182648401826,657.0,151.57817109144543
2014-09-25,15/9-F-1 C,325.0,49352.0,324.0,220.009,49.1295,production,0.49922958397534667,649.0,151.8523076923077
2014-09-26,15/9-F-1 C,325.0,49388.0,322.0,219.967,49.13849,production,0.49768160741885625,647.0,151.96307692307693
2014-09-27,15/9-F-1 C,322.0,49246.0,323.0,219.897,49.13247,production,0.5007751937984496,645.0,152.93788819875778
2014-09-28,15/9-F-1 C,308.0,47051.0,308.0,220.042,49.014,production,0.5,616.0,152.76298701298703
2014-09-29,15/9-F-1 C,0.0,0.0,0.0,243.074,6.59247,production,,0.0,
2014-09-30,15/9-F-1 C,0.0,0.0,0.0,241.919,14.40704,production,,0.0,
2014-10-01,15/9-F-1 C,55.0,8962.0,142.0,226.032,53.67235,production,0.7208121827411168,197.0,162.94545454545454
2014-10-02,15/9-F-1 C,199.0,31731.0,308.0,211.873,58.42784,production,0.6074950690335306,507.0,159.45226130653268
2014-10-03,15/9-F-1 C,275.0,43001.0,455.0,221.135,51.8747,production,0.6232876712328768,730.0,156.36727272727273
2014-10-04,15/9-F-1 C,288.0,44101.0,460.0,219.88,50.89766,production,0.6149732620320856,748.0,153.12847222222223
2014-10-05,15/9-F-1 C,323.0,49501.0,353.0,219.474,50.54632,production,0.522189349112426,676.0,153.25386996904024
2014-10-06,15/9-F-1 C,315.0,48233.0,344.0,220.902,50.20832,production,0.5220030349013657,659.0,153.12063492063493
2014-10-07,15/9-F-1 C,322.0,48181.0,335.0,220.653,50.43002,production,0.5098934550989346,657.0,149.6304347826087
2014-10-08,15/9-F-1 C,320.0,49975.0,345.0,220.669,50.49318,production,0.518796992481203,665.0,156.171875
2014-10-09,15/9-F-1 C,326.0,50479.0,344.0,220.467,50.45315,production,0.5134328358208955,670.0,154.8435582822086
2014-10-10,15/9-F-1 C,329.0,50894.0,327.0,220.178,50.4097,production,0.49847560975609756,656.0,154.69300911854103
2014-10-11,15/9-F-1 C,325.0,50158.0,326.0,220.156,50.3959,production,0.500768049155146,651.0,154.3323076923077
2014-10-12,15/9-F-1 C,323.0,49865.0,326.0,220.145,50.37768,production,0.50231124807396,649.0,154.38080495356039
2014-10-13,15/9-F-1 C,321.0,49604.0,336.0,220.325,50.36087,production,0.5114155251141552,657.0,154.52959501557632
2014-10-14,15/9-F-1 C,320.0,49572.0,338.0,220.439,50.36302,production,0.513677811550152,658.0,154.9125
2014-10-15,15/9-F-1 C,323.0,49750.0,336.0,220.219,50.46712,production,0.5098634294385432,659.0,154.0247678018576
2014-10-16,15/9-F-1 C,322.0,49653.0,332.0,220.012,50.56329,production,0.5076452599388379,654.0,154.20186335403727
2014-10-17,15/9-F-1 C,321.0,49635.0,331.0,220.213,50.55873,production,0.5076687116564417,652.0,154.62616822429908
2014-10-18,15/9-F-1 C,321.0,49749.0,329.0,220.225,50.47798,production,0.5061538461538462,650.0,154.98130841121494
2014-10-19,15/9-F-1 C,323.0,50071.0,329.0,220.223,50.51979,production,0.504601226993865,652.0,155.0185758513932
2014-10-20,15/9-F-1 C,327.0,50700.0,335.0,220.721,50.8639,production,0.5060422960725075,662.0,155.045871559633
2014-10-21,15/9-F-1 C,316.0,48562.0,330.0,220.412,50.91154,production,0.5108359133126935,646.0,153.6772151898734
2014-10-22,15/9-F-1 C,314.0,48495.0,335.0,220.624,50.84929,production,0.5161787365177196,649.0,154.44267515923568
2014-10-23,15/9-F-1 C,314.0,48623.0,330.0,220.618,50.81898,production,0.5124223602484472,644.0,154.85031847133757
2014-10-24,15/9-F-1 C,314.0,48609.0,332.0,220.745,50.77311,production,0.5139318885448917,646.0,154.80573248407643
2014-10-25,15/9-F-1 C,317.0,49209.0,334.0,220.862,50.78376,production,0.5130568356374808,651.0,155.2334384858044
2014-10-26,15/9-F-1 C,333.0,51385.0,336.0,220.958,50.8004,production,0.5022421524663677,669.0,154.3093093093093
2014-10-27,15/9-F-1 C,318.0,49191.0,333.0,219.964,50.7788,production,0.511520737327189,651.0,154.68867924528303
2014-10-28,15/9-F-1 C,315.0,48599.0,325.0,219.961,50.49807,production,0.5078125,640.0,154.2825396825397
2014-10-29,15/9-F-1 C,304.0,46729.0,320.0,220.718,50.49862,production,0.5128205128205128,624.0,153.71381578947367
2014-10-30,15/9-F-1 C,318.0,48777.0,331.0,221.12,51.03952,production,0.5100154083204931,649.0,153.38679245283018
2014-10-31,15/9-F-1 C,323.0,50070.0,330.0,219.495,51.30979,production,0.5053598774885145,653.0,155.01547987616098
2014-11-01,15/9-F-1 C,317.0,49048.0,324.0,219.785,50.91824,production,0.5054602184087363,641.0,154.7255520504732
2014-11-02,15/9-F-1 C,321.0,49772.0,330.0,220.066,50.90594,production,0.5069124423963134,651.0,155.05295950155764
2014-11-03,15/9-F-1 C,295.0,45686.0,328.0,220.343,50.93085,production,0.5264847512038523,623.0,154.86779661016948
2014-11-04,15/9-F-1 C,291.0,45094.0,305.0,220.487,50.89229,production,0.511744966442953,596.0,154.96219931271477
2014-11-05,15/9-F-1 C,288.0,44832.0,307.0,221.788,51.13204,production,0.5159663865546219,595.0,155.66666666666666
2014-11-06,15/9-F-1 C,292.0,45410.0,310.0,221.686,51.63975,production,0.5149501661129569,602.0,155.513698630137
2014-11-07,15/9-F-1 C,293.0,45241.0,303.0,220.011,50.84322,production,0.5083892617449665,596.0,154.4061433447099
2014-11-08,15/9-F-1 C,292.0,45657.0,322.0,219.993,50.80817,production,0.5244299674267101,614.0,156.3595890410959
2014-11-09,15/9-F-1 C,290.0,45639.0,326.0,220.479,50.80079,production,0.5292207792207793,616.0,157.37586206896552
2014-11-10,15/9-F-1 C,283.0,46088.0,324.0,222.466,51.7,production,0.5337726523887973,607.0,162.85512367491165
2014-11-11,15/9-F-1 C,295.0,46629.0,332.0,219.979,51.69625,production,0.529505582137161,627.0,158.06440677966103
2014-11-12,15/9-F-1 C,295.0,46218.0,318.0,219.184,51.63631,production,0.5187601957585645,613.0,156.67118644067796
2014-11-13,15/9-F-1 C,291.0,45666.0,312.0,220.275,51.60535,production,0.5174129353233831,603.0,156.9278350515464
2014-11-14,15/9-F-1 C,290.0,45494.0,312.0,220.879,51.5844,production,0.5182724252491694,602.0,156.87586206896552
2014-11-15,15/9-F-1 C,293.0,45840.0,311.0,220.069,51.59682,production,0.5149006622516556,604.0,156.4505119453925
2014-11-16,15/9-F-1 C,293.0,45756.0,319.0,221.136,52.04163,production,0.5212418300653595,612.0,156.16382252559728
2014-11-17,15/9-F-1 C,293.0,45039.0,330.0,222.146,52.62032,production,0.5296950240770465,623.0,153.71672354948805
2014-11-18,15/9-F-1 C,289.0,44152.0,313.0,220.412,50.94922,production,0.5199335548172758,602.0,152.7750865051903
2014-11-19,15/9-F-1 C,282.0,43107.0,306.0,221.504,50.93181,production,0.5204081632653061,588.0,152.86170212765958
2014-11-20,15/9-F-1 C,285.0,43755.0,303.0,220.0,50.94328,production,0.5153061224489796,588.0,153.52631578947367
2014-11-21,15/9-F-1 C,284.0,43676.0,301.0,220.101,50.92782,production,0.5145299145299145,585.0,153.7887323943662
2014-11-22,15/9-F-1 C,283.0,43477.0,300.0,219.919,50.92714,production,0.5145797598627787,583.0,153.62897526501766
2014-11-23,15/9-F-1 C,273.0,42663.0,299.0,221.057,50.84676,production,0.5227272727272727,572.0,156.27472527472528
2014-11-24,15/9-F-1 C,0.0,0.0,0.0,229.95,26.5295,production,,0.0,
2014-11-25,15/9-F-1 C,0.0,0.0,0.0,244.406,0.0,production,,0.0,
2014-11-26,15/9-F-1 C,0.0,0.0,0.0,246.393,0.26037,production,,0.0,
2014-11-27,15/9-F-1 C,0.0,0.0,0.0,252.373,7.32565,production,,0.0,
2014-11-28,15/9-F-1 C,0.0,0.0,0.0,264.578,0.04934,production,,0.0,
2014-11-29,15/9-F-1 C,0.0,0.0,0.0,268.789,0.04686,production,,0.0,
